Stock,Date,Low,Open,Volume,High,Close,Adjusted Close
AAPL,21-09-2020,103.0999985,104.5400009,195713800,110.1900024,110.0800018,109.0781479
AAPL,22-09-2020,109.1600037,112.6800003,183055400,112.8600006,111.8099976,110.7923889
AAPL,23-09-2020,106.7699966,111.6200027,150718700,112.1100006,107.1200027,106.1450806
AAPL,24-09-2020,105,105.1699982,167743300,110.25,108.2200012,107.2350769
AAPL,25-09-2020,107.6699982,108.4300003,149981400,112.4400024,112.2799988,111.25811
AAPL,28-09-2020,112.7799988,115.0100021,137672400,115.3199997,114.9599991,113.9137268
AAPL,29-09-2020,113.5699997,114.5500031,99382200,115.3099976,114.0899963,113.0516434
AAPL,30-09-2020,113.6200027,113.7900009,142675200,117.2600021,115.8099976,114.7559891
AAPL,1/10/2020,115.8300018,117.6399994,116120400,117.7200012,116.7900009,115.727066
AAPL,2/10/2020,112.2200012,112.8899994,144712000,115.3700027,113.0199966,111.9913788
AAPL,5/10/2020,113.5500031,113.9100037,106243800,116.6500015,116.5,115.4397125
AAPL,6/10/2020,112.25,115.6999969,161498200,116.1200027,113.1600037,112.1301117
AAPL,7/10/2020,114.1299973,114.6200027,96849000,115.5500031,115.0800018,114.0326385
AAPL,8/10/2020,114.5899963,116.25,83477200,116.4000015,114.9700012,113.9236374
AAPL,9/10/2020,114.9199982,115.2799988,100506900,117,116.9700012,115.9054337
AAPL,12/10/2020,119.2799988,120.0599976,240226800,125.1800003,124.4000015,123.2678146
AAPL,13-10-2020,119.6500015,125.2699966,262330500,125.3899994,121.0999985,119.9978409
AAPL,14-10-2020,119.6200027,121,150712000,123.0299988,121.1900024,120.0870285
AAPL,15-10-2020,118.1500015,118.7200012,112559200,121.1999969,120.7099991,119.6113968
AAPL,16-10-2020,118.8099976,121.2799988,115393800,121.5500031,119.0199966,117.9367752
AAPL,19-10-2020,115.6600037,119.9599991,120639300,120.4199982,115.9800034,114.9244537
AAPL,20-10-2020,115.6299973,116.1999969,124423700,118.9800034,117.5100021,116.4405212
AAPL,21-10-2020,116.4499969,116.6699982,89946000,118.7099991,116.8700027,115.8063583
AAPL,22-10-2020,114.5899963,117.4499969,101988000,118.0400009,115.75,114.6965332
AAPL,23-10-2020,114.2799988,116.3899994,82572600,116.5500031,115.0400009,113.9929962
AAPL,26-10-2020,112.8799973,114.0100021,111850700,116.5500031,115.0500031,114.0029068
AAPL,27-10-2020,114.5400009,115.4899979,92276800,117.2799988,116.5999985,115.5387878
AAPL,28-10-2020,111.0999985,115.0500031,143937800,115.4300003,111.1999969,110.1879425
AAPL,29-10-2020,112.1999969,112.3700027,146129200,116.9300003,115.3199997,114.2704468
AAPL,30-10-2020,107.7200012,111.0599976,190272600,111.9899979,108.8600006,107.8692398
AAPL,2/11/2020,107.3199997,109.1100006,122866900,110.6800003,108.7699966,107.7800674
AAPL,3/11/2020,108.7300034,109.6600037,107624400,111.4899979,110.4400024,109.4348679
AAPL,4/11/2020,112.3499985,114.1399994,138235500,115.5899963,114.9499969,113.9038086
AAPL,5/11/2020,116.8700027,117.9499969,126387100,119.6200027,119.0299988,117.9466934
AAPL,6/11/2020,116.1299973,118.3199997,114457900,119.1999969,118.6900024,117.8126831
AAPL,9/11/2020,116.0500031,120.5,154515300,121.9899979,116.3199997,115.4601974
AAPL,10/11/2020,114.1299973,115.5500031,138023400,117.5899963,115.9700012,115.112793
AAPL,11/11/2020,116.4400024,117.1900024,112295000,119.6299973,119.4899979,118.6067657
AAPL,12/11/2020,118.5699997,119.6200027,103162300,120.5299988,119.2099991,118.3288345
AAPL,13-11-2020,117.8700027,119.4400024,81581900,119.6699982,119.2600021,118.378479
AAPL,16-11-2020,118.1500015,118.9199982,91183000,120.9899979,120.3000031,119.4107819
AAPL,17-11-2020,118.9599991,119.5500031,74271000,120.6699982,119.3899994,118.5075073
AAPL,18-11-2020,118,118.6100006,76322100,119.8199997,118.0299988,117.1575546
AAPL,19-11-2020,116.8099976,117.5899963,74113000,119.0599976,118.6399994,117.7630539
AAPL,20-11-2020,117.2900009,118.6399994,73604300,118.7699966,117.3399963,116.4726563
AAPL,23-11-2020,113.75,117.1800003,127959300,117.6200027,113.8499985,113.008461
AAPL,24-11-2020,112.5899963,113.9100037,113874200,115.8499985,115.1699982,114.3187027
AAPL,25-11-2020,115.1699982,115.5500031,76499200,116.75,116.0299988,115.1723404
AAPL,27-11-2020,116.2200012,116.5699997,46691300,117.4899979,116.5899963,115.7282028
AAPL,30-11-2020,116.8099976,116.9700012,169410200,120.9700012,119.0500031,118.1700287
AAPL,1/12/2020,120.0100021,121.0100021,127728200,123.4700012,122.7200012,121.8129044
AAPL,2/12/2020,120.8899994,122.0199966,89004200,123.3700027,123.0800018,122.1702423
AAPL,3/12/2020,122.2099991,123.5199966,78967600,123.7799988,122.9400024,122.0312729
AAPL,4/12/2020,121.5199966,122.5999985,78260400,122.8600006,122.25,121.3463669
AAPL,7/12/2020,122.25,122.3099976,86712000,124.5699997,123.75,122.8352814
AAPL,8/12/2020,123.0899963,124.3700027,82225500,124.9800034,124.3799973,123.4606247
AAPL,9/12/2020,121,124.5299988,115089200,125.9499969,121.7799988,120.879837
AAPL,10/12/2020,120.1500015,120.5,81312200,123.8700027,123.2399979,122.3290482
AAPL,11/12/2020,120.5500031,122.4300003,86939800,122.7600021,122.4100037,121.5051956
AAPL,14-12-2020,121.5400009,122.5999985,79184500,123.3499985,121.7799988,120.879837
AAPL,15-12-2020,124.1299973,124.3399963,157243700,127.9000015,127.8799973,126.9347458
AAPL,16-12-2020,126.5599976,127.4100037,98208600,128.3699951,127.8099976,126.8652725
AAPL,17-12-2020,128.0399933,128.8999939,94359800,129.5800018,128.6999969,127.7486877
AAPL,18-12-2020,126.1200027,128.9600067,192541500,129.1000061,126.6600037,125.7237701
AAPL,21-12-2020,123.4499969,125.0199966,121251600,128.3099976,128.2299957,127.2821732
AAPL,22-12-2020,129.6499939,131.6100006,168904800,134.4100037,131.8800049,130.9051971
AAPL,23-12-2020,130.7799988,132.1600037,88223700,132.4299927,130.9600067,129.9920044
AAPL,24-12-2020,131.1000061,131.3200073,54930100,133.4600067,131.9700012,130.9945374
AAPL,28-12-2020,133.5099945,133.9900055,124486200,137.3399963,136.6900024,135.6796417
AAPL,29-12-2020,134.3399963,138.0500031,121047300,138.7899933,134.8699951,133.8730927
AAPL,30-12-2020,133.3999939,135.5800018,96452100,135.9900055,133.7200012,132.7315826
AAPL,31-12-2020,131.7200012,134.0800018,99116600,134.7400055,132.6900024,131.709198
AAPL,4/1/2021,126.7600021,133.5200043,143301900,133.6100006,129.4100037,128.4534454
AAPL,5/1/2021,128.4299927,128.8899994,97664900,131.7400055,131.0099945,130.0416107
AAPL,6/1/2021,126.3799973,127.7200012,155088000,131.0500031,126.5999985,125.6642075
AAPL,7/1/2021,127.8600006,128.3600006,109578200,131.6300049,130.9199982,129.9522705
AAPL,8/1/2021,130.2299957,132.4299927,105158200,132.6300049,132.0500031,131.0739288
AAPL,11/1/2021,128.5,129.1900024,100384500,130.1699982,128.9799957,128.0266266
AAPL,12/1/2021,126.8600006,128.5,91951100,129.6900024,128.8000031,127.8479385
AAPL,13-01-2021,128.4900055,128.7599945,88636800,131.4499969,130.8899994,129.9225006
AAPL,14-01-2021,128.7599945,130.8000031,90221800,131,128.9100037,127.9571457
AAPL,15-01-2021,127,128.7799988,111598500,130.2200012,127.1399994,126.2002182
AAPL,19-01-2021,126.9400024,127.7799988,90757300,128.7100067,127.8300018,126.8851242
AAPL,20-01-2021,128.5500031,128.6600037,104319500,132.4900055,132.0299988,131.0540771
AAPL,21-01-2021,133.5899963,133.8000031,120150900,139.6699982,136.8699951,135.8583069
AAPL,22-01-2021,135.0200043,136.2799988,114459400,139.8500061,139.0700073,138.0420685
AAPL,25-01-2021,136.5399933,143.0700073,157611700,145.0899963,142.9199982,141.8635864
AAPL,26-01-2021,141.3699951,143.6000061,98390600,144.3000031,143.1600037,142.1018066
AAPL,27-01-2021,140.4100037,143.4299927,140843800,144.3000031,142.0599976,141.009964
AAPL,28-01-2021,136.6999969,139.5200043,142621100,141.9900055,137.0899963,136.0766602
AAPL,29-01-2021,130.2100067,135.8300018,177523800,136.7400055,131.9600067,130.9846191
AAPL,1/2/2021,130.9299927,133.75,106239800,135.3800049,134.1399994,133.1484833
AAPL,2/2/2021,134.6100006,135.7299957,83305400,136.3099976,134.9900055,133.9922028
AAPL,3/2/2021,133.6100006,135.7599945,89880900,135.7700043,133.9400024,132.9499817
AAPL,4/2/2021,134.5899963,136.3000031,84183100,137.3999939,137.3899994,136.3744507
AAPL,5/2/2021,135.8600006,137.3500061,75693800,137.4199982,136.7599945,135.9519653
AAPL,8/2/2021,134.9199982,136.0299988,71297200,136.9600067,136.9100037,136.1010742
AAPL,9/2/2021,135.8500061,136.6199951,76774200,137.8800049,136.0099945,135.2063904
AAPL,10/2/2021,134.3999939,136.4799957,73046600,136.9900055,135.3899994,134.5900726
AAPL,11/2/2021,133.7700043,135.8999939,64280000,136.3899994,135.1300049,134.331604
AAPL,12/2/2021,133.6900024,134.3500061,60145100,135.5299988,135.3699951,134.5701752
AAPL,16-02-2021,132.7899933,135.4900055,80576300,136.0099945,133.1900024,132.4030609
AAPL,17-02-2021,129.4700012,131.25,97918500,132.2200012,130.8399963,130.066925
AAPL,18-02-2021,127.4100037,129.1999969,96856700,130,129.7100067,128.9436188
AAPL,19-02-2021,128.8000031,130.2400055,87668800,130.7100067,129.8699951,129.1026764
AAPL,22-02-2021,125.5999985,128.0099945,103916400,129.7200012,126,125.2555466
AAPL,23-02-2021,118.3899994,123.7600021,158273000,126.7099991,125.8600006,125.1163712
AAPL,24-02-2021,122.2300034,124.9400024,111039900,125.5599976,125.3499985,124.6093826
AAPL,25-02-2021,120.5400009,124.6800003,148199500,126.4599991,120.9899979,120.2751389
AAPL,26-02-2021,121.1999969,122.5899963,164560400,124.8499985,121.2600021,120.5435562
AAPL,1/3/2021,122.7900009,123.75,116307900,127.9300003,127.7900009,127.0349655
AAPL,2/3/2021,125.0100021,128.4100037,102260900,128.7200012,125.1200027,124.3807449
AAPL,3/3/2021,121.8399963,124.8099976,112966300,125.7099991,122.0599976,121.3388214
AAPL,4/3/2021,118.6200027,121.75,178155000,123.5999985,120.1299973,119.4202271
AAPL,5/3/2021,117.5699997,120.9800034,153766600,121.9400024,121.4199982,120.7025986
AAPL,8/3/2021,116.2099991,120.9300003,154376600,121,116.3600006,115.672493
AAPL,9/3/2021,118.7900009,119.0299988,129525800,122.0599976,121.0899963,120.3745422
AAPL,10/3/2021,119.4499969,121.6900024,111943300,122.1699982,119.9800034,119.2711182
AAPL,11/3/2021,121.2600021,122.5400009,103026500,123.2099991,121.9599991,121.2394104
AAPL,12/3/2021,119.1600037,120.4000015,88105100,121.1699982,121.0299988,120.3149033
AAPL,15-03-2021,120.4199982,121.4100037,92403800,124,123.9899979,123.2574158
AAPL,16-03-2021,124.7200012,125.6999969,115227900,127.2200012,125.5699997,124.8280792
AAPL,17-03-2021,122.3399963,124.0500031,111932600,125.8600006,124.7600021,124.0228653
AAPL,18-03-2021,120.3199997,122.8799973,121229700,123.1800003,120.5299988,119.8178635
AAPL,19-03-2021,119.6800003,119.9000015,185549500,121.4300003,119.9899979,119.2810516
AAPL,22-03-2021,120.2600021,120.3300018,111912300,123.8700027,123.3899994,122.660965
AAPL,23-03-2021,122.1399994,123.3300018,95467100,124.2399979,122.5400009,121.8159866
AAPL,24-03-2021,120.0699997,122.8199997,88530500,122.9000015,120.0899963,119.380455
